epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
97,100.673,0.5715,0.73041,0.84415,1.06361,0,0.98595,1,0.995,0.84754,0.98595,1,0.995,0.89106,0.68298,1.14659,1.49668,1.14725,0,0.00100762,0.00100762,0.00100762
98,101.442,0.57362,0.76964,0.86898,1.11232,0,0.98595,1,0.995,0.84754,0.98595,1,0.995,0.89106,0.68298,1.14659,1.49668,1.14725,0,0.00100851,0.00100851,0.00100851
99,102.215,0.72758,1.30692,1.09499,1.21995,0,0.98595,1,0.995,0.84754,0.98595,1,0.995,0.89106,0.68298,1.14659,1.49668,1.14725,0,0.0010092,0.0010092,0.0010092
100,103.025,0.68649,1.17769,1.041,1.09267,0,0.98476,1,0.995,0.84754,0.98476,1,0.995,0.88706,0.67286,1.07242,1.56029,1.19783,0,0.0010097,0.0010097,0.0010097
101,103.781,0.71237,1.32973,0.93125,1.16804,0,0.98476,1,0.995,0.84754,0.98476,1,0.995,0.88706,0.67286,1.07242,1.56029,1.19783,0,0.00101,0.00101,0.00101
102,104.518,0.96582,1.00259,1.0231,1.36734,0,0.98476,1,0.995,0.84754,0.98476,1,0.995,0.88706,0.67286,1.07242,1.56029,1.19783,0,0.0010001,0.0010001,0.0010001
103,105.394,0.61887,0.78662,0.84821,1.12881,0,0.98476,1,0.995,0.84754,0.98476,1,0.995,0.88706,0.67286,1.07242,1.56029,1.19783,0,0.0009902,0.0009902,0.0009902
104,106.449,1.03728,1.58649,1.22081,1.59273,0,0.98371,1,0.995,0.81553,0.98371,1,0.995,0.88706,0.7722,0.82887,1.59931,1.29541,0,0.0009803,0.0009803,0.0009803
105,107.174,0.75184,0.94914,0.88021,1.24117,0,0.98371,1,0.995,0.81553,0.98371,1,0.995,0.88706,0.7722,0.82887,1.59931,1.29541,0,0.0009704,0.0009704,0.0009704
106,107.951,0.72209,1.05888,0.95651,1.21033,0,0.98371,1,0.995,0.81553,0.98371,1,0.995,0.88706,0.7722,0.82887,1.59931,1.29541,0,0.0009605,0.0009605,0.0009605
107,108.77,0.66276,0.94372,1.11188,1.17432,0,0.98371,1,0.995,0.81553,0.98371,1,0.995,0.88706,0.7722,0.82887,1.59931,1.29541,0,0.0009506,0.0009506,0.0009506
108,109.563,0.61087,1.31624,0.86976,1.16511,0,0.98713,1,0.995,0.75957,0.98713,1,0.995,0.8311,0.83382,0.80551,1.36806,1.39683,0,0.0009407,0.0009407,0.0009407
109,110.305,0.80046,1.39883,0.8418,1.26958,0,0.98713,1,0.995,0.75957,0.98713,1,0.995,0.8311,0.83382,0.80551,1.36806,1.39683,0,0.0009308,0.0009308,0.0009308
110,111.303,0.63386,1.31323,0.86823,1.12836,0,0.98713,1,0.995,0.75957,0.98713,1,0.995,0.8311,0.83382,0.80551,1.36806,1.39683,0,0.0009209,0.0009209,0.0009209
111,112.29,0.77841,0.93163,0.92023,1.31537,0,0.98713,1,0.995,0.75957,0.98713,1,0.995,0.8311,0.83382,0.80551,1.36806,1.39683,0,0.000911,0.000911,0.000911
112,113.071,0.73437,0.89474,0.81293,1.01471,0,0.98841,1,0.995,0.69207,0.98841,1,0.995,0.80481,1.01915,0.90642,1.72906,1.65256,0,0.0009011,0.0009011,0.0009011
113,113.835,0.72462,1.24612,0.89584,1.14259,0,0.98841,1,0.995,0.69207,0.98841,1,0.995,0.80481,1.01915,0.90642,1.72906,1.65256,0,0.0008912,0.0008912,0.0008912
114,114.579,0.73522,1.12055,1.00894,1.3075,0,0.98841,1,0.995,0.69207,0.98841,1,0.995,0.80481,1.01915,0.90642,1.72906,1.65256,0,0.0008813,0.0008813,0.0008813
115,115.431,0.89813,1.30584,1.0001,1.33719,0,0.98841,1,0.995,0.69207,0.98841,1,0.995,0.80481,1.01915,0.90642,1.72906,1.65256,0,0.0008714,0.0008714,0.0008714
116,116.466,0.62523,0.69996,0.97994,1.12874,0,0.9578,1,0.995,0.70294,0.9578,1,0.995,0.80581,0.98577,0.76912,1.71836,1.67334,0,0.0008615,0.0008615,0.0008615
117,117.297,1.17289,1.63887,1.15,1.64823,0,0.9578,1,0.995,0.70294,0.9578,1,0.995,0.80581,0.98577,0.76912,1.71836,1.67334,0,0.0008516,0.0008516,0.0008516
118,118.29,0.94368,1.06322,0.96524,1.3663,0,0.9578,1,0.995,0.70294,0.9578,1,0.995,0.80581,0.98577,0.76912,1.71836,1.67334,0,0.0008417,0.0008417,0.0008417
119,119.044,0.86385,1.3205,1.21364,1.58406,0,0.9578,1,0.995,0.70294,0.9578,1,0.995,0.80581,0.98577,0.76912,1.71836,1.67334,0,0.0008318,0.0008318,0.0008318
120,120.077,0.82468,0.79879,0.80622,1.10473,0,0.98381,1,0.995,0.78746,0.98381,1,0.995,0.87235,0.85471,0.83717,1.29536,1.54881,0,0.0008219,0.0008219,0.0008219
121,121.131,0.65594,0.79968,0.89647,1.03211,0,0.98381,1,0.995,0.78746,0.98381,1,0.995,0.87235,0.85471,0.83717,1.29536,1.54881,0,0.000812,0.000812,0.000812
122,122.653,0.65903,0.75817,0.79078,1.20243,0,0.98381,1,0.995,0.78746,0.98381,1,0.995,0.87235,0.85471,0.83717,1.29536,1.54881,0,0.0008021,0.0008021,0.0008021
123,123.543,0.81616,0.97251,0.9534,1.17727,0,0.98381,1,0.995,0.78746,0.98381,1,0.995,0.87235,0.85471,0.83717,1.29536,1.54881,0,0.0007922,0.0007922,0.0007922
124,125.138,0.73472,0.9896,0.82095,1.12752,0,0.9876,1,0.995,0.9101,0.9876,1,0.995,0.94504,0.66928,0.86964,1.32332,1.25729,0,0.0007823,0.0007823,0.0007823
125,128.308,0.56928,1.21652,1.04244,1.21259,0,0.9876,1,0.995,0.9101,0.9876,1,0.995,0.94504,0.66928,0.86964,1.32332,1.25729,0,0.0007724,0.0007724,0.0007724
126,132.898,1.05285,0.85584,1.01656,1.3323,0,0.9876,1,0.995,0.9101,0.9876,1,0.995,0.94504,0.66928,0.86964,1.32332,1.25729,0,0.0007625,0.0007625,0.0007625
127,137.097,0.73565,0.69914,0.7664,1.19424,0,0.9876,1,0.995,0.9101,0.9876,1,0.995,0.94504,0.66928,0.86964,1.32332,1.25729,0,0.0007526,0.0007526,0.0007526
128,142.032,0.66945,0.72249,0.76673,1.07125,0,0.98592,1,0.995,0.95004,0.98592,1,0.995,0.92504,0.54554,0.93236,1.32575,1.07538,0,0.0007427,0.0007427,0.0007427
129,144.369,0.86901,1.57566,1.17419,1.23751,0,0.98592,1,0.995,0.95004,0.98592,1,0.995,0.92504,0.54554,0.93236,1.32575,1.07538,0,0.0007328,0.0007328,0.0007328
130,145.573,0.95787,1.46568,1.09442,1.42933,0,0.98592,1,0.995,0.95004,0.98592,1,0.995,0.92504,0.54554,0.93236,1.32575,1.07538,0,0.0007229,0.0007229,0.0007229
131,146.547,0.70492,0.90284,0.84933,1.16944,0,0.98592,1,0.995,0.95004,0.98592,1,0.995,0.92504,0.54554,0.93236,1.32575,1.07538,0,0.000713,0.000713,0.000713
132,147.593,0.54235,0.62072,0.70987,1.00488,0,0.98809,1,0.995,0.92207,0.98809,1,0.995,0.92837,0.53342,0.99678,1.26493,1.02591,0,0.0007031,0.0007031,0.0007031
133,148.443,0.77134,1.31189,0.99287,1.33138,0,0.98809,1,0.995,0.92207,0.98809,1,0.995,0.92837,0.53342,0.99678,1.26493,1.02591,0,0.0006932,0.0006932,0.0006932
134,149.228,0.63694,0.70416,0.77146,1.12481,0,0.98809,1,0.995,0.92207,0.98809,1,0.995,0.92837,0.53342,0.99678,1.26493,1.02591,0,0.0006833,0.0006833,0.0006833
135,150.187,0.64331,0.54097,0.87949,1.23561,0,0.98809,1,0.995,0.92207,0.98809,1,0.995,0.92837,0.53342,0.99678,1.26493,1.02591,0,0.0006734,0.0006734,0.0006734
136,151.073,0.88142,1.05735,0.99309,1.34151,0,0.98787,1,0.995,0.85554,0.98787,1,0.995,0.89707,0.53348,0.95784,1.21951,1.03306,0,0.0006635,0.0006635,0.0006635
137,151.813,0.6649,0.57698,0.76724,1.21157,0,0.98787,1,0.995,0.85554,0.98787,1,0.995,0.89707,0.53348,0.95784,1.21951,1.03306,0,0.0006536,0.0006536,0.0006536
138,152.597,0.76853,0.91798,0.8616,1.15402,0,0.98787,1,0.995,0.85554,0.98787,1,0.995,0.89707,0.53348,0.95784,1.21951,1.03306,0,0.0006437,0.0006437,0.0006437
139,153.622,0.6359,0.53079,0.75753,1.08775,0,0.98787,1,0.995,0.85554,0.98787,1,0.995,0.89707,0.53348,0.95784,1.21951,1.03306,0,0.0006338,0.0006338,0.0006338
140,154.462,0.72611,1.10702,0.92905,1.23828,0,0.9877,1,0.995,0.86753,0.9877,1,0.995,0.9044,0.52215,0.73137,1.18893,1.0104,0,0.0006239,0.0006239,0.0006239
141,155.3,0.66319,0.91366,0.82405,1.16419,0,0.9877,1,0.995,0.86753,0.9877,1,0.995,0.9044,0.52215,0.73137,1.18893,1.0104,0,0.000614,0.000614,0.000614
142,156.164,0.62983,0.7952,0.7908,1.15357,0,0.9877,1,0.995,0.86753,0.9877,1,0.995,0.9044,0.52215,0.73137,1.18893,1.0104,0,0.0006041,0.0006041,0.0006041
143,156.936,0.93118,1.22289,0.89961,1.14829,0,0.9877,1,0.995,0.86753,0.9877,1,0.995,0.9044,0.52215,0.73137,1.18893,1.0104,0,0.0005942,0.0005942,0.0005942
144,157.803,0.5755,0.83512,0.70905,1.00108,0,0.98603,1,0.995,0.87806,0.98603,1,0.995,0.94037,0.50832,0.60853,1.17657,0.98128,0,0.0005843,0.0005843,0.0005843
145,158.653,0.78172,0.60671,0.89684,1.18056,0,0.98603,1,0.995,0.87806,0.98603,1,0.995,0.94037,0.50832,0.60853,1.17657,0.98128,0,0.0005744,0.0005744,0.0005744
146,159.616,0.87805,1.00004,0.86185,1.36101,0,0.98603,1,0.995,0.87806,0.98603,1,0.995,0.94037,0.50832,0.60853,1.17657,0.98128,0,0.0005645,0.0005645,0.0005645
147,160.688,0.70102,0.65135,0.87165,1.25262,0,0.98603,1,0.995,0.87806,0.98603,1,0.995,0.94037,0.50832,0.60853,1.17657,0.98128,0,0.0005546,0.0005546,0.0005546
148,162.046,0.69412,0.77791,0.73628,1.12198,0,0.98536,1,0.995,0.89943,0.98536,1,0.995,0.93904,0.46199,0.66422,1.13881,0.96402,0,0.0005447,0.0005447,0.0005447
149,162.801,0.51645,0.78346,0.68901,1.03528,0,0.98536,1,0.995,0.89943,0.98536,1,0.995,0.93904,0.46199,0.66422,1.13881,0.96402,0,0.0005348,0.0005348,0.0005348
150,163.558,0.64903,0.82868,0.77019,1.23672,0,0.98536,1,0.995,0.89943,0.98536,1,0.995,0.93904,0.46199,0.66422,1.13881,0.96402,0,0.0005249,0.0005249,0.0005249
151,164.394,0.67652,1.05046,0.66396,1.09079,0,0.98536,1,0.995,0.89943,0.98536,1,0.995,0.93904,0.46199,0.66422,1.13881,0.96402,0,0.000515,0.000515,0.000515
152,165.237,0.73435,0.70655,0.75634,1.15107,0,0.97837,1,0.995,0.91329,0.97837,1,0.995,0.94704,0.45309,0.68779,1.17216,0.95426,0,0.0005051,0.0005051,0.0005051
153,165.986,0.65374,0.8297,0.8491,1.1296,0,0.97837,1,0.995,0.91329,0.97837,1,0.995,0.94704,0.45309,0.68779,1.17216,0.95426,0,0.0004952,0.0004952,0.0004952
154,167.41,0.82009,0.99941,0.73065,1.07677,0,0.97837,1,0.995,0.91329,0.97837,1,0.995,0.94704,0.45309,0.68779,1.17216,0.95426,0,0.0004853,0.0004853,0.0004853
155,168.342,0.63176,0.87661,0.68398,1.00679,0,0.97837,1,0.995,0.91329,0.97837,1,0.995,0.94704,0.45309,0.68779,1.17216,0.95426,0,0.0004754,0.0004754,0.0004754
156,169.223,0.64162,0.83631,0.77884,1.06,0,0.97564,1,0.995,0.95913,0.97564,1,0.995,0.94037,0.44611,0.63712,1.10425,0.92622,0,0.0004655,0.0004655,0.0004655
157,170.737,0.92711,1.39379,1.5242,1.68263,0,0.97564,1,0.995,0.95913,0.97564,1,0.995,0.94037,0.44611,0.63712,1.10425,0.92622,0,0.0004556,0.0004556,0.0004556
158,171.864,0.5435,0.60466,0.60725,1.03895,0,0.97564,1,0.995,0.95913,0.97564,1,0.995,0.94037,0.44611,0.63712,1.10425,0.92622,0,0.0004457,0.0004457,0.0004457
159,173.38,0.67716,1.00438,0.72277,1.10533,0,0.97564,1,0.995,0.95913,0.97564,1,0.995,0.94037,0.44611,0.63712,1.10425,0.92622,0,0.0004358,0.0004358,0.0004358
160,174.499,0.61192,0.56577,0.74172,1.16212,0,0.98151,1,0.995,0.90203,0.98151,1,0.995,0.94037,0.42745,0.56326,0.95814,0.91447,0,0.0004259,0.0004259,0.0004259
161,175.265,0.76592,0.70198,0.93532,1.19171,0,0.98151,1,0.995,0.90203,0.98151,1,0.995,0.94037,0.42745,0.56326,0.95814,0.91447,0,0.000416,0.000416,0.000416
162,176.817,0.65086,0.91485,0.7226,1.14981,0,0.98151,1,0.995,0.90203,0.98151,1,0.995,0.94037,0.42745,0.56326,0.95814,0.91447,0,0.0004061,0.0004061,0.0004061
163,177.57,0.75408,1.2201,0.80409,1.07411,0,0.98151,1,0.995,0.90203,0.98151,1,0.995,0.94037,0.42745,0.56326,0.95814,0.91447,0,0.0003962,0.0003962,0.0003962
164,178.383,0.45659,0.44537,0.63613,0.98992,0,0.98483,1,0.995,0.92187,0.98483,1,0.995,0.93904,0.46122,0.49649,0.94837,0.95129,0,0.0003863,0.0003863,0.0003863
165,179.174,0.5079,0.6233,0.64626,1.02073,0,0.98483,1,0.995,0.92187,0.98483,1,0.995,0.93904,0.46122,0.49649,0.94837,0.95129,0,0.0003764,0.0003764,0.0003764
166,180.441,0.55044,0.67607,0.67892,1.03648,0,0.98483,1,0.995,0.92187,0.98483,1,0.995,0.93904,0.46122,0.49649,0.94837,0.95129,0,0.0003665,0.0003665,0.0003665
167,181.231,0.71254,1.09723,1.03199,1.20902,0,0.98483,1,0.995,0.92187,0.98483,1,0.995,0.93904,0.46122,0.49649,0.94837,0.95129,0,0.0003566,0.0003566,0.0003566
168,182.028,0.66349,0.78693,0.86459,1.12796,0,0.98608,1,0.995,0.92187,0.98608,1,0.995,0.93904,0.47941,0.47392,1.00816,0.9659,0,0.0003467,0.0003467,0.0003467
169,182.842,0.71799,0.74803,0.76003,1.08504,0,0.98608,1,0.995,0.92187,0.98608,1,0.995,0.93904,0.47941,0.47392,1.00816,0.9659,0,0.0003368,0.0003368,0.0003368
170,183.63,0.54198,0.84799,0.60849,1.13831,0,0.98608,1,0.995,0.92187,0.98608,1,0.995,0.93904,0.47941,0.47392,1.00816,0.9659,0,0.0003269,0.0003269,0.0003269
171,184.417,0.75722,1.23053,0.89387,1.28513,0,0.98608,1,0.995,0.92187,0.98608,1,0.995,0.93904,0.47941,0.47392,1.00816,0.9659,0,0.000317,0.000317,0.000317
172,185.362,0.64539,0.59166,0.67453,1.14238,0,0.98706,1,0.995,0.91134,0.98706,1,0.995,0.94037,0.49367,0.46805,0.97683,0.98651,0,0.0003071,0.0003071,0.0003071
173,186.348,0.85185,1.60141,0.93341,1.35749,0,0.98706,1,0.995,0.91134,0.98706,1,0.995,0.94037,0.49367,0.46805,0.97683,0.98651,0,0.0002972,0.0002972,0.0002972
174,187.371,0.71519,1.12185,0.7609,1.18375,0,0.98706,1,0.995,0.91134,0.98706,1,0.995,0.94037,0.49367,0.46805,0.97683,0.98651,0,0.0002873,0.0002873,0.0002873
175,188.131,0.84474,0.82813,0.79546,1.19384,0,0.98706,1,0.995,0.91134,0.98706,1,0.995,0.94037,0.49367,0.46805,0.97683,0.98651,0,0.0002774,0.0002774,0.0002774
176,188.948,0.56863,0.82158,0.69472,1.10758,0,0.98957,1,0.995,0.91134,0.98957,1,0.995,0.94037,0.5359,0.47014,1.01183,1.0119,0,0.0002675,0.0002675,0.0002675
177,189.894,0.73465,0.79287,0.81279,1.18888,0,0.98957,1,0.995,0.91134,0.98957,1,0.995,0.94037,0.5359,0.47014,1.01183,1.0119,0,0.0002576,0.0002576,0.0002576
178,190.976,0.72204,0.87573,0.80573,1.14161,0,0.98957,1,0.995,0.91134,0.98957,1,0.995,0.94037,0.5359,0.47014,1.01183,1.0119,0,0.0002477,0.0002477,0.0002477
179,191.806,0.78313,0.80447,0.76011,1.20266,0,0.98957,1,0.995,0.91134,0.98957,1,0.995,0.94037,0.5359,0.47014,1.01183,1.0119,0,0.0002378,0.0002378,0.0002378
180,192.603,0.62119,0.84018,0.80861,1.1105,0,0.99062,1,0.995,0.91529,0.99062,1,0.995,0.94704,0.52901,0.46848,1.00272,1.00056,0,0.0002279,0.0002279,0.0002279
181,193.425,0.41212,0.71424,0.60739,0.9806,0,0.99062,1,0.995,0.91529,0.99062,1,0.995,0.94704,0.52901,0.46848,1.00272,1.00056,0,0.000218,0.000218,0.000218
182,194.286,0.57219,0.77393,0.65005,1.02664,0,0.99062,1,0.995,0.91529,0.99062,1,0.995,0.94704,0.52901,0.46848,1.00272,1.00056,0,0.0002081,0.0002081,0.0002081
183,196.148,0.57383,0.79659,0.62643,0.98286,0,0.99062,1,0.995,0.91529,0.99062,1,0.995,0.94704,0.52901,0.46848,1.00272,1.00056,0,0.0001982,0.0001982,0.0001982
184,197.414,0.5561,0.73309,0.65487,1.10201,0,0.99081,1,0.995,0.92837,0.99081,1,0.995,0.94704,0.51846,0.46131,0.94361,0.98655,0,0.0001883,0.0001883,0.0001883
185,198.41,0.74108,1.15255,0.77075,1.29336,0,0.99081,1,0.995,0.92837,0.99081,1,0.995,0.94704,0.51846,0.46131,0.94361,0.98655,0,0.0001784,0.0001784,0.0001784
186,199.308,0.57612,1.11547,0.64649,0.99991,0,0.99081,1,0.995,0.92837,0.99081,1,0.995,0.94704,0.51846,0.46131,0.94361,0.98655,0,0.0001685,0.0001685,0.0001685
187,200.33,0.55201,0.72146,0.6331,1.16195,0,0.99081,1,0.995,0.92837,0.99081,1,0.995,0.94704,0.51846,0.46131,0.94361,0.98655,0,0.0001586,0.0001586,0.0001586
188,201.241,0.52865,0.72028,0.6826,1.07053,0,0.9907,1,0.995,0.93504,0.9907,1,0.995,0.94037,0.51795,0.45926,0.89517,0.98457,0,0.0001487,0.0001487,0.0001487
189,202.169,0.51766,0.88761,0.66601,1.09265,0,0.9907,1,0.995,0.93504,0.9907,1,0.995,0.94037,0.51795,0.45926,0.89517,0.98457,0,0.0001388,0.0001388,0.0001388
190,202.929,0.52868,0.83311,0.64194,0.99747,0,0.9907,1,0.995,0.93504,0.9907,1,0.995,0.94037,0.51795,0.45926,0.89517,0.98457,0,0.0001289,0.0001289,0.0001289
191,205.634,0.46553,0.78583,1.41874,1.13285,0,0.9907,1,0.995,0.93504,0.9907,1,0.995,0.94037,0.51795,0.45926,0.89517,0.98457,0,0.000119,0.000119,0.000119
192,207.442,0.43073,0.53549,1.28922,1.10033,0,0.99046,1,0.995,0.93504,0.99046,1,0.995,0.96703,0.50615,0.45809,0.88497,0.97324,0,0.0001091,0.0001091,0.0001091
193,208.771,0.58057,0.47962,1.06997,1.4032,0,0.99046,1,0.995,0.93504,0.99046,1,0.995,0.96703,0.50615,0.45809,0.88497,0.97324,0,9.92e-05,9.92e-05,9.92e-05
194,211.403,0.37509,0.71602,1.37795,1.08608,0,0.99046,1,0.995,0.93504,0.99046,1,0.995,0.96703,0.50615,0.45809,0.88497,0.97324,0,8.93e-05,8.93e-05,8.93e-05
195,214.608,0.37225,0.46406,1.11261,1.08033,0,0.99046,1,0.995,0.93504,0.99046,1,0.995,0.96703,0.50615,0.45809,0.88497,0.97324,0,7.94e-05,7.94e-05,7.94e-05
196,215.659,0.82876,0.84667,1.85888,1.38221,0,0.99037,1,0.995,0.93504,0.99037,1,0.995,0.93124,0.50155,0.45851,0.8883,0.96694,0,6.95e-05,6.95e-05,6.95e-05
197,216.529,0.58314,0.46128,1.17028,1.19259,0,0.99037,1,0.995,0.93504,0.99037,1,0.995,0.93124,0.50155,0.45851,0.8883,0.96694,0,5.96e-05,5.96e-05,5.96e-05
198,217.253,0.55733,0.50444,1.42604,1.27724,0,0.99037,1,0.995,0.93504,0.99037,1,0.995,0.93124,0.50155,0.45851,0.8883,0.96694,0,4.97e-05,4.97e-05,4.97e-05
199,218.068,0.48721,0.51279,1.37084,1.14385,0,0.99037,1,0.995,0.93504,0.99037,1,0.995,0.93124,0.50155,0.45851,0.8883,0.96694,0,3.98e-05,3.98e-05,3.98e-05
200,218.91,0.41936,0.39373,1.14415,1.14226,0,0.99039,1,0.995,0.93504,0.99039,1,0.995,0.93904,0.49583,0.45773,0.88475,0.95794,0,2.99e-05,2.99e-05,2.99e-05
